Unnamed: 0,class,user,userLink,tweet,date,cleaned_tweet,aspect,sentiment
1019,bacteria,#Ahinsajeevi Sameeksha,https://twitter.com/Sameeksha_India,#LessonFromMom#NeverGiveUp on something easily#HopeI had a curry leaf plant which got some infection n leaves turned yellow with black spots on them.Almost for 20 days I watered a completely dried plant with no sign of life. Today I saw a new green branch coming from the stem.,2020-06-18T09:17:48.000Z,lessonfrommomnevergiveup something easilyhopei curry leaf plant get infection n leave turn yellow black spot themalmost 20 day I water completely dry plant sign life today I see new green branch come stem,pest,positive
1020,bacteria,Putnam CCE,https://twitter.com/CCEPUTNAM,Leaf spots got you down? Bring your ailing plants to the horticulture hotline & diagnostic lab (9 to noon weekdays) For a small fee we can identify those spots & help you come up with an #IPM plan http://putnam.cce.cornell.edu,2018-07-12T17:05:24.000Z,leaf spot get bring ail plant horticulture hotline   diagnostic lab 9 noon weekday small fee identify spot   help come ipm plan,control methods,positive
1021,bacteria,#Ahinsajeevi Sameeksha,https://twitter.com/Sameeksha_India,#LessonFromMom#NeverGiveUp on something easily#HopeI had a curry leaf plant which got some infection n leaves turned yellow with black spots on them.Almost for 20 days I watered a completely dried plant with no sign of life. Today I saw a new green branch coming from the stem.,2020-06-18T09:17:48.000Z,lessonfrommomnevergiveup something easilyhopei curry leaf plant get infection n leave turn yellow black spot themalmost 20 day I water completely dry plant sign life today I see new green branch come stem,pest,positive
1022,bacteria,Putnam CCE,https://twitter.com/CCEPUTNAM,Leaf spots got you down? Bring your ailing plants to the horticulture hotline & diagnostic lab (9 to noon weekdays) For a small fee we can identify those spots & help you come up with an #IPM plan http://putnam.cce.cornell.edu,2018-07-12T17:05:24.000Z,leaf spot get bring ail plant horticulture hotline   diagnostic lab 9 noon weekday small fee identify spot   help come ipm plan,control methods,positive
1023,bacteria,Chris,https://twitter.com/MCHRISP1,I’m loving this Piranha Plant print. So much fun. This was designed to be printed in pieces and put together. But the red head and its white spots along with the multicolor leafs were printed on my @Prusa3D #XL. I’m also loving the benefits of a multitool changer!,2023-12-05T22:44:01.000Z,I love piranha plant print much fun design print piece put together red head white spot along multicolor leafs print prusa3d xl I also love benefit multitool changer,pest,positive
1024,bacteria,#Ahinsajeevi Sameeksha,https://twitter.com/Sameeksha_India,#LessonFromMom#NeverGiveUp on something easily#HopeI had a curry leaf plant which got some infection n leaves turned yellow with black spots on them.Almost for 20 days I watered a completely dried plant with no sign of life. Today I saw a new green branch coming from the stem.,2020-06-18T09:17:48.000Z,lessonfrommomnevergiveup something easilyhopei curry leaf plant get infection n leave turn yellow black spot themalmost 20 day I water completely dry plant sign life today I see new green branch come stem,pest,positive
1025,bacteria,Putnam CCE,https://twitter.com/CCEPUTNAM,Leaf spots got you down? Bring your ailing plants to the horticulture hotline & diagnostic lab (9 to noon weekdays) For a small fee we can identify those spots & help you come up with an #IPM plan http://putnam.cce.cornell.edu,2018-07-12T17:05:24.000Z,leaf spot get bring ail plant horticulture hotline   diagnostic lab 9 noon weekday small fee identify spot   help come ipm plan,control methods,positive
1026,bacteria,Chris,https://twitter.com/MCHRISP1,I’m loving this Piranha Plant print. So much fun. This was designed to be printed in pieces and put together. But the red head and its white spots along with the multicolor leafs were printed on my @Prusa3D #XL. I’m also loving the benefits of a multitool changer!,2023-12-05T22:44:01.000Z,I love piranha plant print much fun design print piece put together red head white spot along multicolor leafs print prusa3d xl I also love benefit multitool changer,pest,positive
1027,bacteria,MPSG,https://twitter.com/MbPulseGrowers,With peas at V4-V6 its time to start the pea leaf weevil survey! You can contribute to this survey by counting the total # of leaf notches on 10 plants at 5 spots along the field edge. Or let us know where the field is and well count for you! https://manitobapulse.ca/2019/04/pea-leaf-weevil/…,2023-06-06T21:29:12.000Z,pea v4v6 time start pea leaf weevil survey contribute survey count total   leaf notch 10 plant 5 spot along field edge let know field well count,pest,neutral
1028,bacteria,Putnam CCE,https://twitter.com/CCEPUTNAM,Leaf spots got you down? Bring your ailing plants to the horticulture hotline & diagnostic lab (9 to noon weekdays) For a small fee we can identify those spots & help you come up with an #IPM plan http://putnam.cce.cornell.edu,2018-07-12T17:05:24.000Z,leaf spot get bring ail plant horticulture hotline   diagnostic lab 9 noon weekday small fee identify spot   help come ipm plan,control methods,positive
1029,bacteria,Chris,https://twitter.com/MCHRISP1,I’m loving this Piranha Plant print. So much fun. This was designed to be printed in pieces and put together. But the red head and its white spots along with the multicolor leafs were printed on my @Prusa3D #XL. I’m also loving the benefits of a multitool changer!,2023-12-05T22:44:01.000Z,I love piranha plant print much fun design print piece put together red head white spot along multicolor leafs print prusa3d xl I also love benefit multitool changer,pest,positive
1030,bacteria,MPSG,https://twitter.com/MbPulseGrowers,With peas at V4-V6 its time to start the pea leaf weevil survey! You can contribute to this survey by counting the total # of leaf notches on 10 plants at 5 spots along the field edge. Or let us know where the field is and well count for you! https://manitobapulse.ca/2019/04/pea-leaf-weevil/…,2023-06-06T21:29:12.000Z,pea v4v6 time start pea leaf weevil survey contribute survey count total   leaf notch 10 plant 5 spot along field edge let know field well count,pest,neutral
1032,bacteria,David Domoney,https://twitter.com/daviddomoney,#TopTipGood hygiene applies in the garden. Check your plants regularly as this prevents the pests and dieseases from taking hold. When buying a new plant always check that it is healthy e.g. unusual leaf colour or spots before you plant at home.#GardenWithDavidDomoney,2020-06-08T08:00:13.000Z,toptipgood hygiene apply garden check plant regularly prevent pest diesease take hold buy new plant always check healthy eg unusual leaf colour spot plant homegardenwithdaviddomoney,control methods,positive
1033,bacteria,MPSG,https://twitter.com/MbPulseGrowers,With peas at V4-V6 its time to start the pea leaf weevil survey! You can contribute to this survey by counting the total # of leaf notches on 10 plants at 5 spots along the field edge. Or let us know where the field is and well count for you! https://manitobapulse.ca/2019/04/pea-leaf-weevil/…,2023-06-06T21:29:12.000Z,pea v4v6 time start pea leaf weevil survey contribute survey count total   leaf notch 10 plant 5 spot along field edge let know field well count,pest,neutral
1035,bacteria,David Domoney,https://twitter.com/daviddomoney,#TopTipGood hygiene applies in the garden. Check your plants regularly as this prevents the pests and dieseases from taking hold. When buying a new plant always check that it is healthy e.g. unusual leaf colour or spots before you plant at home.#GardenWithDavidDomoney,2020-06-08T08:00:13.000Z,toptipgood hygiene apply garden check plant regularly prevent pest diesease take hold buy new plant always check healthy eg unusual leaf colour spot plant homegardenwithdaviddomoney,control methods,positive
1036,bacteria,Wiley Food Science,https://twitter.com/wileyfoodsci,Lentil is one of the most consumed legumes in Algeria but in 2020 necrotic leaf spots were observed in leaf plants.Check out this New Disease Report of Bipolaris sorokiniana causing spot blotch of lentil.#OpenAccess >> http://ow.ly/glz250EIHNa  @BS_PP,2021-05-11T11:00:34.000Z,lentil one consume legume algeria 2020 necrotic leaf spot observe leaf plantscheck new disease report bipolaris sorokiniana cause spot blotch lentilopenaccess     bs_pp,pest,neutral
1037,bacteria,Ed Sikora,https://twitter.com/alabamaED,Black spot still active this fall. The fungal disease is favored by cool moist weather. Spots develop on upper leaf surfaces. Adjacent tissue turns yellow & leaves drop weakening plants. Use tolerant varieties & cultural practices to manage the disease #Fungi #Plantdisease #Rose,2023-11-16T03:11:36.000Z,black spot still active fall fungal disease favor cool moist weather spot develop upper leaf surface adjacent tissue turn yellow   leave drop weaken plant use tolerant variety   cultural practice manage disease fungi plantdisease rise,"pest,usage","negative,positive"
1038,bacteria,David Domoney,https://twitter.com/daviddomoney,#TopTipGood hygiene applies in the garden. Check your plants regularly as this prevents the pests and dieseases from taking hold. When buying a new plant always check that it is healthy e.g. unusual leaf colour or spots before you plant at home.#GardenWithDavidDomoney,2020-06-08T08:00:13.000Z,toptipgood hygiene apply garden check plant regularly prevent pest diesease take hold buy new plant always check healthy eg unusual leaf colour spot plant homegardenwithdaviddomoney,control methods,positive
1039,bacteria,Wiley Food Science,https://twitter.com/wileyfoodsci,Lentil is one of the most consumed legumes in Algeria but in 2020 necrotic leaf spots were observed in leaf plants.Check out this New Disease Report of Bipolaris sorokiniana causing spot blotch of lentil.#OpenAccess >> http://ow.ly/glz250EIHNa  @BS_PP,2021-05-11T11:00:34.000Z,lentil one consume legume algeria 2020 necrotic leaf spot observe leaf plantscheck new disease report bipolaris sorokiniana cause spot blotch lentilopenaccess     bs_pp,pest,neutral
1040,bacteria,Ed Sikora,https://twitter.com/alabamaED,Black spot still active this fall. The fungal disease is favored by cool moist weather. Spots develop on upper leaf surfaces. Adjacent tissue turns yellow & leaves drop weakening plants. Use tolerant varieties & cultural practices to manage the disease #Fungi #Plantdisease #Rose,2023-11-16T03:11:36.000Z,black spot still active fall fungal disease favor cool moist weather spot develop upper leaf surface adjacent tissue turn yellow   leave drop weaken plant use tolerant variety   cultural practice manage disease fungi plantdisease rise,"pest,usage","negative,positive"
1041,bacteria,Maury Juana,https://twitter.com/MauryJuana,Soaker. Spills water off the nozzle face @ 1g (ish). Wont jack up your soil/roots & wont spray a bunch of mist on leaves during daylight (beads of water + sun = bleached dead leaf spots)Source: Ive been growing a whole lotta plants for a whole lotta time.,2022-07-03T06:18:38.000Z,soaker spill water nozzle face   1 g ish jack soilroot   spray bunch mist leave daylight bead water   sun   bleach dead leaf spotssource I grow whole lotta plant whole lotta time,control methods,positive
1042,bacteria,Wiley Food Science,https://twitter.com/wileyfoodsci,Lentil is one of the most consumed legumes in Algeria but in 2020 necrotic leaf spots were observed in leaf plants.Check out this New Disease Report of Bipolaris sorokiniana causing spot blotch of lentil.#OpenAccess >> http://ow.ly/glz250EIHNa  @BS_PP,2021-05-11T11:00:34.000Z,lentil one consume legume algeria 2020 necrotic leaf spot observe leaf plantscheck new disease report bipolaris sorokiniana cause spot blotch lentilopenaccess     bs_pp,pest,neutral
1043,bacteria,Ed Sikora,https://twitter.com/alabamaED,Black spot still active this fall. The fungal disease is favored by cool moist weather. Spots develop on upper leaf surfaces. Adjacent tissue turns yellow & leaves drop weakening plants. Use tolerant varieties & cultural practices to manage the disease #Fungi #Plantdisease #Rose,2023-11-16T03:11:36.000Z,black spot still active fall fungal disease favor cool moist weather spot develop upper leaf surface adjacent tissue turn yellow   leave drop weaken plant use tolerant variety   cultural practice manage disease fungi plantdisease rise,"pest,usage","negative,positive"
1044,bacteria,Maury Juana,https://twitter.com/MauryJuana,Soaker. Spills water off the nozzle face @ 1g (ish). Wont jack up your soil/roots & wont spray a bunch of mist on leaves during daylight (beads of water + sun = bleached dead leaf spots)Source: Ive been growing a whole lotta plants for a whole lotta time.,2022-07-03T06:18:38.000Z,soaker spill water nozzle face   1 g ish jack soilroot   spray bunch mist leave daylight bead water   sun   bleach dead leaf spotssource I grow whole lotta plant whole lotta time,control methods,positive
1045,bacteria,Peg,https://twitter.com/ethnobot,Thank you for responding! No signs of disease except for a few leaf spots. Plants robust & healthy no stems or foliage damaged. The only thing that’s unusual: the piles of unripe berries w bits of fruit stem attached.Getting some nice ones but less than 1/4 of expected,2020-06-26T20:39:49.000Z,thank respond sign disease except leaf spot plant robust   healthy stem foliage damage thing unusual pile unripe berry w bit fruit stem attachedgette nice one less 14 expect,"pest,safety,toxicity","neutral,neutral,neutral"
1046,bacteria,Ed Sikora,https://twitter.com/alabamaED,Black spot still active this fall. The fungal disease is favored by cool moist weather. Spots develop on upper leaf surfaces. Adjacent tissue turns yellow & leaves drop weakening plants. Use tolerant varieties & cultural practices to manage the disease #Fungi #Plantdisease #Rose,2023-11-16T03:11:36.000Z,black spot still active fall fungal disease favor cool moist weather spot develop upper leaf surface adjacent tissue turn yellow   leave drop weaken plant use tolerant variety   cultural practice manage disease fungi plantdisease rise,"pest,usage","negative,positive"
1047,bacteria,Maury Juana,https://twitter.com/MauryJuana,Soaker. Spills water off the nozzle face @ 1g (ish). Wont jack up your soil/roots & wont spray a bunch of mist on leaves during daylight (beads of water + sun = bleached dead leaf spots)Source: Ive been growing a whole lotta plants for a whole lotta time.,2022-07-03T06:18:38.000Z,soaker spill water nozzle face   1 g ish jack soilroot   spray bunch mist leave daylight bead water   sun   bleach dead leaf spotssource I grow whole lotta plant whole lotta time,control methods,positive
1048,bacteria,Peg,https://twitter.com/ethnobot,Thank you for responding! No signs of disease except for a few leaf spots. Plants robust & healthy no stems or foliage damaged. The only thing that’s unusual: the piles of unripe berries w bits of fruit stem attached.Getting some nice ones but less than 1/4 of expected,2020-06-26T20:39:49.000Z,thank respond sign disease except leaf spot plant robust   healthy stem foliage damage thing unusual pile unripe berry w bit fruit stem attachedgette nice one less 14 expect,"pest,safety,toxicity","neutral,neutral,neutral"
1050,bacteria,CIHEAM Bari,https://twitter.com/CIHEAMBari,New varieties of groundnut plants resistant to fungi to help farmers in Ghana. Check the #PlantHealthTV video: Solving the Late leaf spots disease challenge in Ghana through research #IYPH2020  https://cutt.ly/IkohwIo You can help the video win if you like it  on Youtube,2021-02-16T08:51:00.000Z,new variety groundnut plant resistant fungi help farmer ghana check planthealthtv video solve late leaf spot disease challenge ghana research iyph2020    help video win like   youtube,control methods,positive
1051,bacteria,Peg,https://twitter.com/ethnobot,Thank you for responding! No signs of disease except for a few leaf spots. Plants robust & healthy no stems or foliage damaged. The only thing that’s unusual: the piles of unripe berries w bits of fruit stem attached.Getting some nice ones but less than 1/4 of expected,2020-06-26T20:39:49.000Z,thank respond sign disease except leaf spot plant robust   healthy stem foliage damage thing unusual pile unripe berry w bit fruit stem attachedgette nice one less 14 expect,"pest,safety,toxicity","neutral,neutral,neutral"
1053,bacteria,CIHEAM Bari,https://twitter.com/CIHEAMBari,New varieties of groundnut plants resistant to fungi to help farmers in Ghana. Check the #PlantHealthTV video: Solving the Late leaf spots disease challenge in Ghana through research #IYPH2020  https://cutt.ly/IkohwIo You can help the video win if you like it  on Youtube,2021-02-16T08:51:00.000Z,new variety groundnut plant resistant fungi help farmer ghana check planthealthtv video solve late leaf spot disease challenge ghana research iyph2020    help video win like   youtube,control methods,positive
1054,bacteria,The RHS,https://twitter.com/The_RHS,A wet July and early August coupled with the heatwave in September has seen a rise in fungal diseases such as rusts scabs and leaf spots – problems that can be even more damaging when plants are stressed Find out what to look for on our website,2023-09-20T12:41:00.000Z,wet july early august couple heatwave september see rise fungal disease rust scab leaf spot   problem even damaging plant stress find look website,pest,negative
1055,bacteria,maybe: elle,https://twitter.com/somanyelles,if you have any dead or yellowing leaves cut those babies off (it won’t hurt the plant!) to ensure all the plants energy goes towards its best and newest leaves! if there’s brown spots on a leaf you can just trim that section off. good luck friend!!,2021-01-23T04:00:15.000Z,dead yellow leave cut baby hurt plant ensure plant energy go towards good new leave brown spot leaf trim section good luck friend,control methods,positive
1056,bacteria,GPAG,https://twitter.com/gilbertspotoroo,improves water penetration creates depressions that fill with leaf litter & make nutrient rich spots for seed germination. Truffle-like fungi share nutrients with plants through their roots. Please vote to help this gorgeous little ecosystem health hero reach the Round of 6!! /2,2022-08-18T11:40:43.000Z,improve water penetration create depression fill leaf litter   make nutrient rich spot seed germination trufflelike fungi share nutrient plant root please vote help gorgeous little ecosystem health hero reach round 6 2,pest,positive
1057,bacteria,Purdue Extension,https://twitter.com/PurdueExtension,As you prepare your flower beds for winter examine your lilac plants for bacterial blight powdery mildew and fungal leaf spots. Reach out to your county #PurdueExtension agriculture and natural resources educator with any questions! @PurdueLandscape https://purduelandscapereport.org/article/lamentable-lilac-leaf-diseases/…,2022-09-14T22:00:30.000Z,prepare flower bed winter examine lilac plant bacterial blight powdery mildew fungal leaf spot reach county purdueextension agriculture natural resource educator question purduelandscape,pest,neutral
1058,bacteria,The RHS,https://twitter.com/The_RHS,A wet July and early August coupled with the heatwave in September has seen a rise in fungal diseases such as rusts scabs and leaf spots – problems that can be even more damaging when plants are stressed Find out what to look for on our website,2023-09-20T12:41:00.000Z,wet july early august couple heatwave september see rise fungal disease rust scab leaf spot   problem even damaging plant stress find look website,pest,negative
1059,bacteria,maybe: elle,https://twitter.com/somanyelles,if you have any dead or yellowing leaves cut those babies off (it won’t hurt the plant!) to ensure all the plants energy goes towards its best and newest leaves! if there’s brown spots on a leaf you can just trim that section off. good luck friend!!,2021-01-23T04:00:15.000Z,dead yellow leave cut baby hurt plant ensure plant energy go towards good new leave brown spot leaf trim section good luck friend,control methods,positive
1060,bacteria,GPAG,https://twitter.com/gilbertspotoroo,improves water penetration creates depressions that fill with leaf litter & make nutrient rich spots for seed germination. Truffle-like fungi share nutrients with plants through their roots. Please vote to help this gorgeous little ecosystem health hero reach the Round of 6!! /2,2022-08-18T11:40:43.000Z,improve water penetration create depression fill leaf litter   make nutrient rich spot seed germination trufflelike fungi share nutrient plant root please vote help gorgeous little ecosystem health hero reach round 6 2,pest,positive
1061,bacteria,BetterHomes&Gardens,https://twitter.com/BHG,Heres how to keep your plants healthy and productive including what to do about leaf spots wilts and other problems.,2023-07-05T16:00:05.000Z,keep plant healthy productive include leaf spot wilt problem,control methods,neutral
1062,bacteria,Marin Talbot Brewer,https://twitter.com/marintalbrew,It’s an Exobasidium flower gall. The ones on huckleberry are often referred to as E. vaccinii but very likely a different species. It’s a fungus! The genus Exobasidium causes deformities like leaf and flower galls witches’ brooms and spots on Ericaceous plants.,2018-06-24T16:57:50.000Z,exobasidium flower gall one huckleberry often refer e vaccinii likely different specie fungus genus exobasidium cause deformity like leaf flower gall witch broom spot ericaceous plant,pest,neutral
1063,bacteria,Moose,https://twitter.com/moosealoop,Mine did the same thing mostly on the road edges and hilltops where germination was later. Turned to necrosis of the whole leaf in spots. Plants have survived and started growing but throw on some beetle damage and they were in pain. I imagine theres significant damage done.,2023-06-17T18:11:50.000Z,mine thing mostly road edge hilltop germination later turn necrosis whole leaf spot plant survive start grow throw beetle damage pain I imagine significant damage,"pest,toxicity","negative,neutral"
1064,bacteria,GPAG,https://twitter.com/gilbertspotoroo,improves water penetration creates depressions that fill with leaf litter & make nutrient rich spots for seed germination. Truffle-like fungi share nutrients with plants through their roots. Please vote to help this gorgeous little ecosystem health hero reach the Round of 6!! /2,2022-08-18T11:40:43.000Z,improve water penetration create depression fill leaf litter   make nutrient rich spot seed germination trufflelike fungi share nutrient plant root please vote help gorgeous little ecosystem health hero reach round 6 2,pest,positive
1065,bacteria,BetterHomes&Gardens,https://twitter.com/BHG,Heres how to keep your plants healthy and productive including what to do about leaf spots wilts and other problems.,2023-07-05T16:00:05.000Z,keep plant healthy productive include leaf spot wilt problem,control methods,neutral
1066,bacteria,Marin Talbot Brewer,https://twitter.com/marintalbrew,It’s an Exobasidium flower gall. The ones on huckleberry are often referred to as E. vaccinii but very likely a different species. It’s a fungus! The genus Exobasidium causes deformities like leaf and flower galls witches’ brooms and spots on Ericaceous plants.,2018-06-24T16:57:50.000Z,exobasidium flower gall one huckleberry often refer e vaccinii likely different specie fungus genus exobasidium cause deformity like leaf flower gall witch broom spot ericaceous plant,pest,neutral
1067,bacteria,Moose,https://twitter.com/moosealoop,Mine did the same thing mostly on the road edges and hilltops where germination was later. Turned to necrosis of the whole leaf in spots. Plants have survived and started growing but throw on some beetle damage and they were in pain. I imagine theres significant damage done.,2023-06-17T18:11:50.000Z,mine thing mostly road edge hilltop germination later turn necrosis whole leaf spot plant survive start grow throw beetle damage pain I imagine significant damage,"pest,toxicity","negative,negative"
1068,bacteria,Yard and Garden Guru,https://twitter.com/YardGardenGuru,If you notice brown spots on your fiddle leaf fig or your fig may drop leaves don’t panic.Read the full article: Solving Fiddle Leaf Fig Brown Spots: Expert Tips▸ https://lttr.ai/AIoRJ#plants #expert #garden,2023-10-21T00:54:03.000Z,notice brown spot fiddle leaf fig fig may drop leave panicread full article solve fiddle leaf fig brown spot expert tip   expert garden,pest,positive
1069,bacteria,Marin Talbot Brewer,https://twitter.com/marintalbrew,It’s an Exobasidium flower gall. The ones on huckleberry are often referred to as E. vaccinii but very likely a different species. It’s a fungus! The genus Exobasidium causes deformities like leaf and flower galls witches’ brooms and spots on Ericaceous plants.,2018-06-24T16:57:50.000Z,exobasidium flower gall one huckleberry often refer e vaccinii likely different specie fungus genus exobasidium cause deformity like leaf flower gall witch broom spot ericaceous plant,pest,neutral
1070,bacteria,Moose,https://twitter.com/moosealoop,Mine did the same thing mostly on the road edges and hilltops where germination was later. Turned to necrosis of the whole leaf in spots. Plants have survived and started growing but throw on some beetle damage and they were in pain. I imagine theres significant damage done.,2023-06-17T18:11:50.000Z,mine thing mostly road edge hilltop germination later turn necrosis whole leaf spot plant survive start grow throw beetle damage pain I imagine significant damage,"pest,toxicity","negative,negative"
1071,bacteria,Yard and Garden Guru,https://twitter.com/YardGardenGuru,If you notice brown spots on your fiddle leaf fig or your fig may drop leaves don’t panic.Read the full article: Solving Fiddle Leaf Fig Brown Spots: Expert Tips▸ https://lttr.ai/AIoRJ#plants #expert #garden,2023-10-21T00:54:03.000Z,notice brown spot fiddle leaf fig fig may drop leave panicread full article solve fiddle leaf fig brown spot expert tip   expert garden,pest,positive
1073,bacteria,Tim Graham,https://twitter.com/veggiegarden1,If you notice brown spots on your fiddle leaf fig or your fig may drop leaves don’t panic.Read the full article: Solving Fiddle Leaf Fig Brown Spots: Expert Tips▸ https://lttr.ai/AIoZ7#plants #expert #garden,2023-10-21T02:32:20.000Z,notice brown spot fiddle leaf fig fig may drop leave panicread full article solve fiddle leaf fig brown spot expert tip   expert garden,pest,positive
1075,bacteria,Tim Graham,https://twitter.com/veggiegarden1,If you notice brown spots on your fiddle leaf fig or your fig may drop leaves don’t panic.Read the full article: Solving Fiddle Leaf Fig Brown Spots: Expert Tips▸ https://lttr.ai/AIoZ7#plants #expert #garden,2023-10-21T02:32:20.000Z,notice brown spot fiddle leaf fig fig may drop leave panicread full article solve fiddle leaf fig brown spot expert tip   expert garden,pest,positive
1076,bacteria,Wildlife Conservation Trust (India),https://twitter.com/WCT_India,These striking plant specialists parasitise roots of several grasses and other plants and prefer the damp shady spots on leaf-littered forest floors. #nature #plants #NaturalWorld #naturalhistory,2020-09-24T12:31:45.000Z,striking plant specialist parasitise root several grass plant prefer damp shady spot leaflittered forest floor nature plant naturalworld naturalhistory,pest,neutral
1077,bacteria,basterdtown,https://twitter.com/gremlinology,back in april i started composting in an old garbage bin w/ no drainage holes which was fine at the time bc i was aerating it and stuff and nothing too damp was going in there. then in early june i completely flipped my shit bc. 1) my tomato plants suddenly all had leaf spots &,2019-07-13T00:21:15.000Z,back april I start compost old garbage bin w drainage hole fine time bc I aerate stuff nothing damp go early june I completely flip shit bc 1 tomato plant suddenly leaf spot,pest,negative
1079,bacteria,Tim Graham,https://twitter.com/veggiegarden1,If you notice brown spots on your fiddle leaf fig or your fig may drop leaves don’t panic.Read the full article: Solving Fiddle Leaf Fig Brown Spots: Expert Tips▸ https://lttr.ai/AIoZ7#plants #expert #garden,2023-10-21T02:32:20.000Z,notice brown spot fiddle leaf fig fig may drop leave panicread full article solve fiddle leaf fig brown spot expert tip   expert garden,pest,positive
1080,bacteria,Wildlife Conservation Trust (India),https://twitter.com/WCT_India,These striking plant specialists parasitise roots of several grasses and other plants and prefer the damp shady spots on leaf-littered forest floors. #nature #plants #NaturalWorld #naturalhistory,2020-09-24T12:31:45.000Z,striking plant specialist parasitise root several grass plant prefer damp shady spot leaflittered forest floor nature plant naturalworld naturalhistory,pest,neutral
1081,bacteria,basterdtown,https://twitter.com/gremlinology,back in april i started composting in an old garbage bin w/ no drainage holes which was fine at the time bc i was aerating it and stuff and nothing too damp was going in there. then in early june i completely flipped my shit bc. 1) my tomato plants suddenly all had leaf spots &,2019-07-13T00:21:15.000Z,back april I start compost old garbage bin w drainage hole fine time bc I aerate stuff nothing damp go early june I completely flip shit bc 1 tomato plant suddenly leaf spot,pest,negative
1082,bacteria,Tim Graham,https://twitter.com/TimGraham45,If you notice brown spots on your fiddle leaf fig or your fig may drop leaves don’t panic.Read the full article: Solving Fiddle Leaf Fig Brown Spots: Expert Tips▸ https://lttr.ai/AIoH8#plants #expert #garden,2023-10-20T23:25:16.000Z,notice brown spot fiddle leaf fig fig may drop leave panicread full article solve fiddle leaf fig brown spot expert tip   expert garden,pest,positive
1083,bacteria,Steven Simpfendorfer,https://twitter.com/s_simpfendorfer,Sending some leaves will be definitive as can do humid chamber to recover causal fungus. Distribution on leaves does not look right for SFNB. Spots should be random across entire leaf blade. Also on plants should be more spots and bigger on older lower leaves.,2019-08-13T06:51:50.000Z,send leave definitive humid chamber recover causal fungus distribution leave look right sfnb spot random across entire leaf blade also plant spot big old low leave,pest,neutral
1084,bacteria,Chris Enright (Garden Fresh Veg),https://twitter.com/kizzy2003,Could be start of blackleg or just discolouring common to variety.  What variety is it.    Check the leaf of plants and look for black spots.  If any found turn over leaf and look for white mould on back of spot.  If there then blight,2018-06-01T19:27:58.000Z,could start blackleg discolour common variety   variety     check leaf plant look black spot   find turn leaf look white mould back spot   blight,pest,neutral
1085,bacteria,basterdtown,https://twitter.com/gremlinology,back in april i started composting in an old garbage bin w/ no drainage holes which was fine at the time bc i was aerating it and stuff and nothing too damp was going in there. then in early june i completely flipped my shit bc. 1) my tomato plants suddenly all had leaf spots &,2019-07-13T00:21:15.000Z,back april I start compost old garbage bin w drainage hole fine time bc I aerate stuff nothing damp go early june I completely flip shit bc 1 tomato plant suddenly leaf spot,pest,negative
1086,bacteria,Tim Graham,https://twitter.com/TimGraham45,If you notice brown spots on your fiddle leaf fig or your fig may drop leaves don’t panic.Read the full article: Solving Fiddle Leaf Fig Brown Spots: Expert Tips▸ https://lttr.ai/AIoH8#plants #expert #garden,2023-10-20T23:25:16.000Z,notice brown spot fiddle leaf fig fig may drop leave panicread full article solve fiddle leaf fig brown spot expert tip   expert garden,pest,positive
1087,bacteria,Steven Simpfendorfer,https://twitter.com/s_simpfendorfer,Sending some leaves will be definitive as can do humid chamber to recover causal fungus. Distribution on leaves does not look right for SFNB. Spots should be random across entire leaf blade. Also on plants should be more spots and bigger on older lower leaves.,2019-08-13T06:51:50.000Z,send leave definitive humid chamber recover causal fungus distribution leave look right sfnb spot random across entire leaf blade also plant spot big old low leave,pest,neutral
1088,bacteria,Chris Enright (Garden Fresh Veg),https://twitter.com/kizzy2003,Could be start of blackleg or just discolouring common to variety.  What variety is it.    Check the leaf of plants and look for black spots.  If any found turn over leaf and look for white mould on back of spot.  If there then blight,2018-06-01T19:27:58.000Z,could start blackleg discolour common variety   variety     check leaf plant look black spot   find turn leaf look white mould back spot   blight,pest,neutral
1089,bacteria,Flora Conservation UK,https://twitter.com/FloraConsUK,Hi Alex. Trying to find inopinatum this year for a study on leaf spots in plants. With the flower in your photo was it just about to open?,2024-01-11T14:12:51.000Z,hi alex try find inopinatum year study leaf spot plant flower photo open,pest,neutral
1090,bacteria,Julian Branscombe,https://twitter.com/julianbrans,Its fantastic isnt it? Lots of it in Scilly. Also does anyone know if it hybridises with Black Medick? Some very tall BM with faint leaf spots next to Toothed Medick plants here.,2022-05-07T21:35:15.000Z,fantastic lot scilly also anyone know hybridise black medick tall bm faint leaf spot next toothe medick plant,pest,positive
1091,bacteria,ABC24 Memphis,https://twitter.com/ABC24Memphis,LOCAL IN TENNESSEE: The TN Department of Agriculture says anyone who has purchased a rhododendron from Walmart or Rural King since April should monitor the plants for leaf spots and dying branches or limbs.MORE: https://localmemphis.com/news/tennessee-ag-agency-wants-to-trace-diseased-rhododendrons/?utm_medium=social&utm_source=twitter_LocalMemphis…,2019-07-16T13:00:02.000Z,local tennessee tn department agriculture say anyone purchase rhododendron walmart rural king since april monitor plant leaf spot die branch limbsmore,pest,negative
1092,bacteria,Barry white,https://twitter.com/sugarrush840,Get a ph pen. That poor plant is locked up. The necrotic spots and leaf curl are your indicators. Milwaukee 802 pro is my go to,2024-02-21T15:00:13.000Z,get ph pen poor plant lock necrotic spot leaf curl indicator milwaukee 802 pro go,pest,negative
